text,translation,discard,what are we changing,prob,Original Length,Translated length,Left,Discarding
Such a climate city of garden.,A city of gardens with such a beautiful climate.,,,0.91863555,6,9,573,513
 it's Higher Secondary School. Ambur.,It is a higher secondary school in Ambur.,,,0.9567024,6,8,573,513
Yeah English and Marathi almost equal.,"Yeah, I know both English and Marathi equally.",,,0.95044965,6,8,573,513
Ah my friend from out no?,"You mean my friend from outside, don't you?",,,0.94799966,6,8,573,513
Not only English language but all.,Not just the English language but all languages.,,,0.94696695,6,8,573,513
You put tomatoes also in it?,Do you put tomatoes in it as well?,,,0.9412828,6,8,573,513
Your dad know much you have.,Does your dad know how much you have?,,,0.9395678,6,8,573,513
No you should compromise with yourself.,No. You shoulf come to terms with it.,,,0.93933046,6,8,573,513
is on fourth that is Saturday.,"It is on fourth, which is a Saturday.",,,0.9374925,6,8,573,513
No I came yesterday evening actually.,"No, I actually came yesterday, in the evening.",,,0.9362798,6,8,573,513
That's why this problem has come.,That is why we have a problem now.,,,0.9297765,6,8,573,513
You do it you know means.,"If you know it, then you do it.",,,0.9275111,6,8,573,513
No actually have in M A.,"No, I actually have done it in M.A.",,,0.92426306,6,8,573,513
Yes during summer the water scarcity.,"Yes, there is scarcity of water during summer.",,,0.9149374,6,8,573,513
Private colleges or government colleges.,Do you prefer private colleges or government colleges?,,,0.9143497,5,8,573,513
Yes every year we have to.,"Yes, we have to do this every year.",,,0.913321,6,8,573,513
Hey it'll be lot of question.,"Hey, there will be a lot of questioning.",,,0.9093857,6,8,573,513
So you are free from mosquitoes.,"So, are there no mosquitoes where you live?",,,0.9040195,6,8,573,513
You have half an hour choice.,You are given half an hour to decide.,,,0.9000114,6,8,573,513
 too long I think Sonali.,"I think it is too long, Sonali.",,,0.9544851,6,7,573,513
Yeah in Karnataka that same opinion.,They have the same opinion in Karnataka.,,,0.95252407,6,7,573,513
Yeah I know Bangalore I'm. experiencing.,"Yeah, I know. I am experiencing Bangalore.",,,0.95117354,6,7,573,513
Boys hostel is also there no.,"There is a boys hostel, isn't there?",,,0.95107746,6,7,573,513
Yeah I like very Kamal Hasan.,"Yeah, I like Kamal Hasan very much.",,,0.9504626,6,7,573,513
Ah you will have go shopping.,Ah. You will have to go shopping.,,,0.94842184,6,7,573,513
I know very interesting you'll be.,"I know, you will be very interested.",,,0.94735676,6,7,573,513
Oh you visited other countries also.,Oh. Did you vist other countries too?,,,0.9464751,6,7,573,513
You are remembering your children family.,Are you remembering your children and family?,,,0.9451583,6,7,573,513
Are you intersted in drawing also?,Are you interested in drawing as well?,,,0.94456065,6,7,573,513
You have cinema halls and all.,You have cinema halls and much more.,,,0.94268864,6,7,573,513
This year there is no oral.,There is no oral exam this year.,,,0.9415027,6,7,573,513
So you did it in Bagalkot.,"So, did you do it in Bagalkot?",,,0.940895,6,7,573,513
You said you are shifting no.,Didn't you say that you were shifting?,,,0.9407983,6,7,573,513
Now she is not showing no.,"She is not showing now, is she?",,,0.940678,6,7,573,513
You belong to that particular district.,Do you come from that particular district?,,,0.9393375,6,7,573,513
I think only child they had.,I think they only had one child.,,,0.93727547,6,7,573,513
Because they've become my friends also.,Because they have also become my friends.,,,0.93726885,6,7,573,513
what do you do in. vacation?,What do you usually do for vacation?,,,0.93589,6,7,573,513
It is not possible I know.,I know that it is not possible.,,,0.93370134,6,7,573,513
You know he he introduced me.,Did you know that he introduced me?,,,0.9327333,6,7,573,513
Which papers she will be appearing.,Which papers will she be appearing in?,,,0.9291488,6,7,573,513
 how many in the room?,How many are present in the room?,,,0.92903167,6,7,573,513
No this is just Recording broken.,No this is just a broken recording.,,,0.9271644,6,7,573,513
We get lot of ruffians here.,We get a lot of ruffians here.,,,0.92447567,6,7,573,513
You don't have this in Jalgaon.,Do you not have this in Jalgaon?,,,0.92400134,6,7,573,513
For refresher course that's all right.,It is fine as a refresher course.,,,0.9207367,6,7,573,513
All daily papers Dainik. Sakaal Pudhari.,"Dainik, Sakaal, Pudhari are all daily newspapers.",,,0.9206742,6,7,573,513
Where I don't know to Calcutta.,"Where? I don't know, maybe to Calcutta.",,,0.91260296,6,7,573,513
Normally we finish in seven days.,We usually finish it in seven days.,,,0.9086916,6,7,573,513
Yeah nothing nothing wrong with that.,Yeah there is nothing wrong with it.,,,0.90647537,6,7,573,513
Supposing his equipment has separate mike.,Supposing his equipment has a dedicated microphone.,,,0.9056913,6,7,573,513
Without thinking what are the words.,Can you say the words without thinking?,,,0.90503675,6,7,573,513
 so you will be there.,So you will be present there.,,,0.9543304,6,6,573,513
Oh yeah in Chandargi I put.,"Yeah, I put it in Chandargi.",,,0.9533696,6,6,573,513
KRS Dam you should visit it.,You should visit the KRS dam.,,,0.9522075,6,6,573,513
How many days they are going?,How long are they gone for?,,,0.9479297,6,6,573,513
Is there any hostel facilities there,Are there any hostel facilities there?,,,0.94623053,6,6,573,513
Ah he came in third week.,He came in the third week.,,,0.9456578,6,6,573,513
Only today he is there then.,He is only there today then.,,,0.94013053,6,6,573,513
You are working in a college?,Are you working in a college?,,,0.93889856,6,6,573,513
Of course Mr Pandey is there.,"Of course, Mr. Pandey is present.",,,0.93795615,6,6,573,513
You have full knowledge about it.,You are fully aware of it.,,,0.9372904,6,6,573,513
 where they are used to.,Where are they used to going?,1,,0.9370406,6,6,573,513
Yeah it should be very much.,"Yeah, it should be a lot.",,,0.93647087,6,6,573,513
Hostel warden is Rajshekar Patil sir.,Rajashekhar Patil is the hostel warden.,,,0.93556607,6,6,573,513
You know synopsis of the project.,Do you know the project synopsis?,,,0.9350764,6,6,573,513
These are not Diwali holidays then.,Are these not the Diwali holidays?,,,0.9350364,6,6,573,513
Good thought what he is doing.,What he is doing is thoughtful.,,,0.93329793,6,6,573,513
Yes we take fish and rice.,Yes we eat fish and rice.,,,0.9327193,6,6,573,513
He is in house only no.,"He is at home, isn't he?",,,0.93087417,6,6,573,513
This is how it is always.,This is how it usually is.,,,0.9303584,6,6,573,513
Mentally I want to be fit.,I want to be fit mentally.,,,0.92890424,6,6,573,513
Okay I am to some extent.,I am alright to some extent.,,,0.92866814,6,6,573,513
So now how it is running.,So how is it running now?,,,0.9279935,6,6,573,513
Yeah we got ten days holiday.,"Yeah, we have a ten-day holiday.",,,0.9278316,6,6,573,513
 today I'm going out already.,I am already going out today.,,,0.9274539,6,6,573,513
Yeah what did you buy there?,What did you buy from there?,,,0.9273257,6,6,573,513
Yeah first they used to ask.,"Yeah, they used to ask first.",,,0.92498946,6,6,573,513
Since there are three four options.,Since there three or four options.,,,0.922457,6,6,573,513
As a first pay you know.,Since it is my first paycheck.,,,0.9221575,6,6,573,513
You were in Siligudi isn't it.,"You were in Siligudi, weren't you?",,,0.9195333,6,6,573,513
Which ones you you are refering.,Which ones are you refering to?,,,0.91871756,6,6,573,513
no for you it is okay.,"No, it is okay for you.",,,0.91777533,6,6,573,513
You you know what is casanova.,Do you know what casanova is?,,,0.9165225,6,6,573,513
Ah yes from friend Mr Arun.,"Yes. From my friend, Mr. Arun.",,,0.9159444,6,6,573,513
You want it now yes okay.,Do you want it now? Okay.,,,0.91549575,6,6,573,513
Indian Indian Indian writing you need.,You need an Indian writing it.,,,0.91501755,6,6,573,513
There is time for all that.,There is still time for that.,,,0.9145237,6,6,573,513
Pushpinder this is letting yourself go.,"This is letting yourself go, Pushpinder.",,,0.9134879,6,6,573,513
How our local boys are doing.,How are our local boys doing?,,,0.91282374,6,6,573,513
Yeah what she is capable of.,Yeah. What is she capable of?,,,0.91106105,6,6,573,513
Actually I don't read Kannada novels.,I don't actually read Kannada novels.,,,0.90532017,6,6,573,513
But Cheeranjivi is having superstar he.,But Chiranjeevi is a superstar.,,,0.95263106,6,5,573,513
You have any wild life?,Do you have any wildlife?,,,0.9515349,5,5,573,513
They will ask questions for you?,Will they ask you questions?,,,0.94993716,6,5,573,513
 for example what they are.,"For instance, what are they?",,,0.94566166,6,5,573,513
Tickets it's have you reserved?,Did you reserve the tickets?,,,0.94496787,5,5,573,513
He is in our college only.,He is in our college.,,,0.94491506,6,5,573,513
But the facilities is also there.,But there are facilities available.,,,0.94270337,6,5,573,513
Students yeah we have they organise.,We have student who organise.,,,0.9424067,6,5,573,513
Yeah both of them are sisters.,"Yeah, they are both sisters.",,,0.9419431,6,5,573,513
You may have got problems.,You must be having problems.,,,0.94115114,5,5,573,513
Where where are they studying children?,Where are the children studying?,,,0.93878007,6,5,573,513
Now you are the resident of?,Where do you live now?,,,0.93865716,6,5,573,513
So they are both are Kannadigas.,So they are both Kannadigas.,,,0.9357793,6,5,573,513
Banglore he is basically from Banglore.,Bangalore. He is from Bangalore.,,,0.93083996,6,5,573,513
m. What is speciality in Pondicherry?,What is Pondicherry known for?,,,0.9300747,6,5,573,513
Many teachers speak in good English.,Many teachers speak good English.,,,0.9268252,6,5,573,513
Yeah my room mate is Anita.,"Yeah, Anita is my roommate.",,,0.92526126,6,5,573,513
Yeah I will go to shopping.,"Yeah, I will go shopping.",,,0.9238734,6,5,573,513
You have you have Sumi's address.,Do you have Sumi's address?,,,0.91641766,6,5,573,513
Why because you have no money.,Because you have no money.,,,0.90711075,6,5,573,513
 like we have have car.,We have a car.,,,0.95417166,6,4,573,513
Hindi you remember I think ,Do you remember Hindi?,,,0.9504641,6,4,573,513
Both are studying in B E.,Both are studying B.E.,,,0.9450823,6,4,573,513
So sky is so high n.,The sky is high.,,,0.94273055,6,4,573,513
After some after you come back.,After you come back.,,,0.9383009,6,4,573,513
Yeah yeah that is also there.,"Yeah, that is true.",,,0.9363171,6,4,573,513
Ah. which is that not.,Which one is it?,,,0.9341141,5,4,573,513
Why not we do one thing.,Why don't we this?,,,0.92618793,6,4,573,513
Yeah it is a very great.,Yeah it is great.,,,0.9240236,6,4,573,513
Eighty centres eighty centres are there.,There are eighty centres.,,,0.91560996,6,4,573,513
Exam exam exam exam exam exam.,Nothing but exams.,,,0.9200511,6,3,573,513
I have read I have read.,I read that.,,,0.90474576,6,3,573,513
Then we have to study.,,1,,0.95625365,5,1,573,513
Yeah total so many villages are.,,1,,0.9553542,6,1,573,513
 it is very pleasant sir.,,1,,0.9548455,6,1,573,513
No problem amchya kade no problem.,,1,,0.9540494,6,1,573,513
So you get more income.,,1,,0.9539461,5,1,573,513
Ah no Dr Shastri is back.,,1,,0.9522748,6,1,573,513
You better drop and Laxmipati's. house.,,1,,0.95180815,6,1,573,513
All this life like that.,,1,,0.95121413,5,1,573,513
No problem I will purchase it.,,1,,0.9510569,6,1,573,513
Ah your family is in Karnataka.,,1,,0.950707,6,1,573,513
Yeah I have conveyed to them.,,1,,0.95018303,6,1,573,513
Many teachers speak good Englsih there.,,1,,0.9501448,6,1,573,513
Time allotted will be very less.,,1,,0.95010734,6,1,573,513
 this is Abhudaya Bank premises.,,1,,0.9493507,6,1,573,513
Yeah Umesh just for the day.,,1,,0.9492638,6,1,573,513
Brindavan garden doesn't offer you much.,,1,,0.9492605,6,1,573,513
Yeah this year you are having.,,1,,0.9491801,6,1,573,513
No he is on leave today.,,1,,0.9490751,6,1,573,513
Sonali don't worry you'll complete it.,,1,,0.948836,6,1,573,513
So friend is close very close.,,1,,0.94859225,6,1,573,513
It's Madras Motor Financial Group.,,1,,0.9484256,5,1,573,513
Then what's your idea about Chandvali?,,1,,0.9482782,6,1,573,513
No there are some so many.,,1,,0.9476623,6,1,573,513
And what do you do Lali?,,1,,0.947576,6,1,573,513
It doesn't go to via Bangalore.,,1,,0.9475458,6,1,573,513
Yeah people who are staying nearby.,,1,,0.9475418,6,1,573,513
n they depend in sense yeah.,,1,,0.9474522,6,1,573,513
Yeah they are Nagas in Manipur.,,1,,0.9471267,6,1,573,513
I know Shridhar they are very.,,1,,0.9467701,6,1,573,513
I will sit for exams and.,,1,,0.94672316,6,1,573,513
How are your studies going on?,,1,,0.946555,6,1,573,513
First we should read enough ,,1,,0.94652843,6,1,573,513
So who is your hostel warden?,,1,,0.9464717,6,1,573,513
Yeah what has happened to him.,,1,,0.94641095,6,1,573,513
Yeah that is also something different.,,1,,0.9464075,6,1,573,513
Where is B M Hospital situated.,,1,,0.94640696,6,1,573,513
Ecology then Physiology Entomology all.,,1,,0.94591546,5,1,573,513
He told that it.,,1,,0.9456187,4,1,573,513
Three and all very sad thing.,,1,,0.945398,6,1,573,513
I am working in Triveni Academy.,,1,,0.945029,6,1,573,513
Hostel food is good quite manageable.,,1,,0.944759,6,1,573,513
That you must do previous day.,,1,,0.944251,6,1,573,513
You tell something about David.,,1,,0.9434878,5,1,573,513
I am fine how about you?,,1,,0.942744,6,1,573,513
Yeah I was staying in Madras.,,1,,0.9424947,6,1,573,513
They they are not doing that.,,1,,0.94187456,6,1,573,513
She is supposed to be studying.,,1,,0.9418008,6,1,573,513
You see this is I think.,,1,,0.9417681,6,1,573,513
But most of them are good.,,1,,0.9414413,6,1,573,513
Vishvas has gone to Hyderabad now.,,1,,0.94122475,6,1,573,513
She eats in the house.,,1,,0.94078106,5,1,573,513
In and Arts it is Kannada.,,1,,0.9405373,6,1,573,513
Which film do you like better.,,1,,0.9405367,6,1,573,513
Ahm they have T Vs and.,,1,,0.9403193,6,1,573,513
 I spent ten years.,,1,,0.9388809,5,1,573,513
And what about Vishvas has he.,,1,,0.9388765,6,1,573,513
Or do the students demand something?,,1,,0.9385836,6,1,573,513
Hey that is very nice experience.,,1,,0.9383001,6,1,573,513
You have many friends in Manglore.,,1,,0.93817174,6,1,573,513
I'm Madumita Barbara I'm. from Gowahati.,,1,,0.9380407,6,1,573,513
Fifty kgs will not be economical.,,1,,0.93795633,6,1,573,513
And plain one or means ,,1,,0.9377497,6,1,573,513
Ah ha of course of course.,,1,,0.9370109,6,1,573,513
The whole day will be spent.,,1,,0.9366034,6,1,573,513
No both in all you have.,,1,,0.93608147,6,1,573,513
 I can go with you.,,1,,0.9359529,6,1,573,513
It's always apex Kolhapur Bombay Goa.,,1,,0.93579996,6,1,573,513
But next week by this time.,,1,,0.9354717,6,1,573,513
All the rivers will be full.,,1,,0.9354329,6,1,573,513
Abhi has gone home for lunch.,,1,,0.93527824,6,1,573,513
But they they have to pass.,,1,,0.93519473,6,1,573,513
Do you enjoy your service there?,,1,,0.9345798,6,1,573,513
m hello. Chakraborti how are you.,,1,,0.93354607,6,1,573,513
So I went to one ,,1,,0.9328308,6,1,573,513
Why are you blushing so much?,,1,,0.93241066,6,1,573,513
I'm talking about senior college sir.,,1,,0.93004596,6,1,573,513
So how do you feel now?,,1,,0.9296623,6,1,573,513
I am fine. How are you?,,1,,0.92940575,6,1,573,513
So I thought of you.,,1,,0.92923856,5,1,573,513
 you should you should.,,1,,0.9283638,5,1,573,513
I think request songs is it?,,1,,0.9277852,6,1,573,513
 then how do you work.,,1,,0.9271235,6,1,573,513
I am Sampat from Tamil Nadu.,,1,,0.9243112,6,1,573,513
 I'll tell you later n.,,1,,0.9243033,6,1,573,513
College English teacher Bijapur branch.,,1,,0.9222518,5,1,573,513
No I go fishing in my.,,1,,0.9222042,6,1,573,513
Yeah what what about the shopping?,,1,,0.92172843,6,1,573,513
Ah ha so is Rajalaxmi.,,1,,0.9214517,5,1,573,513
Yeah yeah that is more. important.,,1,,0.9214205,6,1,573,513
But you recently had a viva.,,1,,0.92028695,6,1,573,513
Yeah we have such an ethos.,,1,,0.92028314,6,1,573,513
Yeah yes of course and ,,1,,0.91980994,6,1,573,513
Yes you have achieved a doctorate.,,1,,0.919244,6,1,573,513
I will make no no no.,,1,,0.9173158,6,1,573,513
I see what actually I feel.,,1,,0.9162772,6,1,573,513
Which horrible C V Patil yeah.,,1,,0.91627413,6,1,573,513
It's all wife thinks educated. as.,,1,,0.9152117,6,1,573,513
Yes there are yes.,,1,,0.9145705,4,1,573,513
Ah my husband is an Engineer.,,1,,0.9143494,6,1,573,513
down from your what is that.,,1,,0.9117315,6,1,573,513
What other languages do you know?,,1,,0.9111269,6,1,573,513
Yeah you should try for it.,,1,,0.90921354,6,1,573,513
The teachers are very well paid.,,1,,0.90898204,6,1,573,513
